file_path, caption
background_asset/KYJ/6_neon_18/neonC4.png,"The mood of this studio image is promising and studio lightening is grow,
    this image includes a table, and the background color is Magenta."
background_asset/KYJ/6_neon_18/neonC_v1.png,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a table, and the background color is Magenta."
background_asset/KYJ/6_neon_18/neonC_v2.png,"The mood of this studio image is relaxing and studio lightening is concentrated,
    this image includes a drafting table, drawing table, and the background color is Magenta."
background_asset/KYJ/7_antique_18/antiqueA1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a chest of drawers, chest, and the background color is Navy blue."
background_asset/KYJ/7_antique_18/antiqueA2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a chest of drawers, chest, and the background color is Navy blue."
background_asset/KYJ/7_antique_18/antiqueA3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pier glass, pier mirror, and the background color is Aquamarine."
background_asset/KYJ/7_antique_18/antiqueA4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a chest of drawers, chest, and the background color is Navy blue."
background_asset/KYJ/7_antique_18/antiqueA_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a chest of drawers, chest, and the background color is Navy blue."
background_asset/KYJ/7_antique_18/antiqueA_v2.jpg,"The mood of this studio image is solitary and studio lightening is cozy,
    this image includes a bedside, and the background color is Navy blue."
background_asset/KYJ/7_antique_18/antiqueB1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tea table, and the background color is Teal."
background_asset/KYJ/7_antique_18/antiqueB2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tea table, and the background color is Navy blue."
background_asset/KYJ/7_antique_18/antiqueB3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tea table, and the background color is Teal."
background_asset/KYJ/7_antique_18/antiqueB4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tea cart, teacart, and the background color is Teal."
background_asset/KYJ/7_antique_18/antiqueB_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tea cart, teacart, and the background color is Teal."
background_asset/KYJ/7_antique_18/antiqueB_v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a console table, console, and the background color is Teal."
background_asset/KYJ/7_antique_18/antiqueC1.jpg,"The mood of this studio image is solitary and studio lightening is cozy,
    this image includes a console table, console, and the background color is Navy blue."
background_asset/KYJ/7_antique_18/antiqueC2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a console table, console, and the background color is Navy blue."
background_asset/KYJ/7_antique_18/antiqueC3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a furniture, piece of furniture, and the background color is Teal."
background_asset/KYJ/7_antique_18/antiqueC4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a console table, console, and the background color is Navy blue."
background_asset/KYJ/7_antique_18/antiqueC_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a console table, console, and the background color is Navy blue."
background_asset/KYJ/7_antique_18/antiqueC_v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a credenza, credence, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalA1.jpg,"The mood of this studio image is promising and studio lightening is concentrated,
    this image includes a stool, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalA2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a coffee table, cocktail table, and the background color is Teal."
background_asset/KYJ/8_traditional_18/traditionalA3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pedestal table, and the background color is Charcoal."
background_asset/KYJ/8_traditional_18/traditionalA4.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a coffee table, cocktail table, and the background color is Purple."
background_asset/KYJ/8_traditional_18/traditionalA_v1.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a coffee table, cocktail table, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalA_v2.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a coffee table, cocktail table, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalB1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a gaming table, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalB2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a gaming table, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalB3.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a table-tennis table, ping-pong table, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalB4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a toy box, toy chest, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalB_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a gateleg table, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalB_v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a table-tennis table, ping-pong table, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalC1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalC2.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a block plane, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalC3.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a furniture, piece of furniture, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalC4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a dice cup, dice box, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalC_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a furniture, piece of furniture, and the background color is Navy blue."
background_asset/KYJ/8_traditional_18/traditionalC_v2.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a furniture, piece of furniture, and the background color is Navy blue."
background_asset/KYJ/9_industrial_12/industrialA1.jpg,"The mood of this studio image is solitary and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Navy blue."
background_asset/KYJ/9_industrial_12/industrialA2.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Navy blue."
background_asset/KYJ/9_industrial_12/industrialA3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a apparatus, setup, and the background color is Navy blue."
background_asset/KYJ/9_industrial_12/industrialA4.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a apparatus, setup, and the background color is Navy blue."
background_asset/KYJ/9_industrial_12/industrialA_v1.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a well, and the background color is Navy blue."
background_asset/KYJ/9_industrial_12/industrialA_v2.jpg,"The mood of this studio image is promising and studio lightening is concentrated,
    this image includes a apparatus, setup, and the background color is Navy blue."
background_asset/KYJ/9_industrial_12/industrialB1.jpg,"The mood of this studio image is nostalgic and studio lightening is cozy,
    this image includes a cooler, ice chest, and the background color is Navy blue."
background_asset/KYJ/9_industrial_12/industrialB2.jpg,"The mood of this studio image is brisk and studio lightening is cozy,
    this image includes a cooler, ice chest, and the background color is Charcoal."
background_asset/KYJ/9_industrial_12/industrialB3.jpg,"The mood of this studio image is brisk and studio lightening is cozy,
    this image includes a exhaust fan, and the background color is Charcoal."
background_asset/KYJ/9_industrial_12/industrialB4.jpg,"The mood of this studio image is brisk and studio lightening is cozy,
    this image includes a evaporative cooler, and the background color is Navy blue."
background_asset/KYJ/9_industrial_12/industrialB_v1.jpg,"The mood of this studio image is brisk and studio lightening is cozy,
    this image includes a cooling system, cooling, and the background color is Charcoal."
background_asset/KYJ/9_industrial_12/industrialB_v2.jpg,"The mood of this studio image is brisk and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Navy blue."
background_asset/KYJ/10_cozy_12/cozyA1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pedestal table, and the background color is Aquamarine."
background_asset/KYJ/10_cozy_12/cozyA2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a sump pump, and the background color is Gray."
background_asset/KYJ/10_cozy_12/cozyA3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pedestal table, and the background color is Navy blue."
background_asset/KYJ/10_cozy_12/cozyA4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pedestal table, and the background color is Aquamarine."
background_asset/KYJ/10_cozy_12/cozyA_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Aquamarine."
background_asset/KYJ/10_cozy_12/cozyA_v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pedestal table, and the background color is Aquamarine."
background_asset/KYJ/10_cozy_12/cozyB1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a taboret, tabouret, and the background color is Teal."
background_asset/KYJ/10_cozy_12/cozyB2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a lectern, reading desk, and the background color is Teal."
background_asset/KYJ/10_cozy_12/cozyB3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a washstand, wash-hand stand, and the background color is Teal."
background_asset/KYJ/10_cozy_12/cozyB4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a washstand, wash-hand stand, and the background color is Teal."
background_asset/KYJ/10_cozy_12/cozyB_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a lectern, reading desk, and the background color is Teal."
background_asset/KYJ/10_cozy_12/cozyB_v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a taboret, tabouret, and the background color is Teal."
background_asset/KYJ/13_abstract_12/abstractA1.jpg,"The mood of this studio image is solemn and studio lightening is grow,
    this image includes a base, pedestal, and the background color is Navy blue."
background_asset/KYJ/13_abstract_12/abstractA2.jpg,"The mood of this studio image is moving and studio lightening is evenly distributed,
    this image includes a theremin, and the background color is Navy blue."
background_asset/KYJ/13_abstract_12/abstractA3.jpg,"The mood of this studio image is promising and studio lightening is concentrated,
    this image includes a iron, smoothing iron, and the background color is Navy blue."
background_asset/KYJ/13_abstract_12/abstractA4.jpg,"The mood of this studio image is moving and studio lightening is concentrated,
    this image includes a model, simulation, and the background color is Navy blue."
background_asset/KYJ/13_abstract_12/abstractA_v1.jpg,"The mood of this studio image is moving and studio lightening is evenly distributed,
    this image includes a model, simulation, and the background color is Navy blue."
background_asset/KYJ/13_abstract_12/abstractA_v2.jpg,"The mood of this studio image is moving and studio lightening is evenly distributed,
    this image includes a model, simulation, and the background color is Navy blue."
background_asset/KYJ/13_abstract_12/abstractB1.jpg,"The mood of this studio image is moving and studio lightening is cozy,
    this image includes a model, simulation, and the background color is Fuchsia."
background_asset/KYJ/13_abstract_12/abstractB2.jpg,"The mood of this studio image is wearisome and studio lightening is cozy,
    this image includes a sense organ, sensory receptor, and the background color is Fuchsia."
background_asset/KYJ/13_abstract_12/abstractB3.jpg,"The mood of this studio image is wearisome and studio lightening is cozy,
    this image includes a slingback, sling, and the background color is Fuchsia."
background_asset/KYJ/13_abstract_12/abstractB4.jpg,"The mood of this studio image is gorgeous and studio lightening is natural light,
    this image includes a jewelry, jewellery, and the background color is Fuchsia."
background_asset/KYJ/13_abstract_12/abstractB_v1.jpg,"The mood of this studio image is moving and studio lightening is cozy,
    this image includes a paper clip, paperclip, and the background color is Maroon."
background_asset/KYJ/13_abstract_12/abstractB_v2.jpg,"The mood of this studio image is wearisome and studio lightening is natural light,
    this image includes a paper clip, paperclip, and the background color is Plum."
background_asset/KYJ/14_office_11/officeA1.jpg,"The mood of this studio image is solitary and studio lightening is dark,
    this image includes a base, pedestal, and the background color is Navy blue."
background_asset/KYJ/14_office_11/officeA2.jpg,"The mood of this studio image is solitary and studio lightening is cozy,
    this image includes a desk, and the background color is Navy blue."
background_asset/KYJ/14_office_11/officeA3.jpg,"The mood of this studio image is promising and studio lightening is concentrated,
    this image includes a computer monitor, and the background color is Navy blue."
background_asset/KYJ/14_office_11/officeA4.jpg,"The mood of this studio image is solitary and studio lightening is concentrated,
    this image includes a drop-leaf table, and the background color is Navy blue."
background_asset/KYJ/14_office_11/officeA_v1.jpg,"The mood of this studio image is solitary and studio lightening is cozy,
    this image includes a lectern, reading desk, and the background color is Navy blue."
background_asset/KYJ/14_office_11/officeA_v2.jpg,"The mood of this studio image is solitary and studio lightening is cozy,
    this image includes a lectern, reading desk, and the background color is Navy blue."
background_asset/KYJ/14_office_11/officeB1.jpg,"The mood of this studio image is solitary and studio lightening is concentrated,
    this image includes a desk, and the background color is Navy blue."
background_asset/KYJ/14_office_11/officeB2.jpg,"The mood of this studio image is solitary and studio lightening is concentrated,
    this image includes a desk, and the background color is Navy blue."
background_asset/KYJ/14_office_11/officeB3.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a desk, and the background color is Navy blue."
background_asset/KYJ/14_office_11/officeB4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a coffer, and the background color is Charcoal."
background_asset/KYJ/14_office_11/officeB_v1.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a desk, and the background color is Navy blue."
background_asset/KYJ/15_bathroom_12/bathroomA1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tub, vat, and the background color is Khaki."
background_asset/KYJ/15_bathroom_12/bathroomA2.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a tub, vat, and the background color is Gray."
background_asset/KYJ/15_bathroom_12/bathroomA3.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a basin, and the background color is Gray."
background_asset/KYJ/15_bathroom_12/bathroomA4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a washbasin, handbasin, and the background color is Silver."
background_asset/KYJ/15_bathroom_12/bathroomA_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tub, vat, and the background color is Khaki."
background_asset/KYJ/15_bathroom_12/bathroomA_v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tub, vat, and the background color is Gray."
background_asset/KYJ/15_bathroom_12/bathroomB1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a washstand, wash-hand stand, and the background color is Teal."
background_asset/KYJ/15_bathroom_12/bathroomB2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a hope chest, wedding chest, and the background color is Teal."
background_asset/KYJ/15_bathroom_12/bathroomB3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a chest of drawers, chest, and the background color is Teal."
background_asset/KYJ/15_bathroom_12/bathroomB4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a bathtub, bathing tub, and the background color is Teal."
background_asset/KYJ/15_bathroom_12/bathroomB_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a hope chest, wedding chest, and the background color is Teal."
background_asset/KYJ/15_bathroom_12/bathroomB_v2.jpg,"The mood of this studio image is discouraging and studio lightening is cozy,
    this image includes a washstand, wash-hand stand, and the background color is Teal."
